Longitude,Latitude,Remark
8.560281,47.368089,Zürich Römerhof
8.57453,47.373203,Zürich Dolder
8.526232,47.352124,Zürich Brunau
8.522143,47.357407,Zürich Saalsporthalle
8.53917,47.377431,Zürich HB SZU
8.535652,47.296571,Wildpark-Höfli
8.532033,47.372938,Zürich Selnau
8.521849,47.362456,Zürich Giesshübel
8.519679,47.338378,Zürich Manegg
8.519603,47.334601,Zürich Leimbach
8.521441,47.319571,Sood-Oberleimbach
8.524164,47.312304,Adliswil
8.544019,47.286875,Langnau-Gattikon
8.557497,47.268277,Sihlwald
8.525247,47.303155,Sihlau
8.569717,47.337332,Zollikon
8.580615,47.319153,Küsnacht ZH
8.591504,47.305786,Erlenbach ZH
8.612719,47.281824,Herrliberg-Feldmeilen
8.644293,47.269813,Meilen
8.678774,47.25903,Uetikon
8.692332,47.253423,Männedorf
8.721631,47.240524,Stäfa
8.75261,47.235857,Uerikon
8.783482,47.239198,Feldbach
8.81673,47.224888,Rapperswil
8.598975,47.297201,Winkel am Zürichsee
8.814291,47.238393,Kempraten
8.842383,47.22367,Blumenau
8.943367,47.225156,Schmerikon
8.980675,47.224276,Uznach
9.022417,47.217979,Kaltbrunn
9.008631,47.204457,Benken SG
9.043964,47.157655,Schänis
8.834598,47.23097,Jona
8.854067,47.260483,Rüti ZH
8.822701,47.27084,Bubikon
8.792269,47.318034,Wetzikon
8.76561,47.335957,Aathal
8.718688,47.350367,Uster
8.686399,47.369359,Nänikon-Greifensee
8.658659,47.384381,Schwerzenbach ZH
8.623407,47.400076,Dübendorf
8.591911,47.412717,Wallisellen
8.839697,47.300051,Hinwil
8.834302,47.324819,Ettenhausen-Emmetschloo
8.852163,47.337313,Bäretswil
8.864358,47.35788,Neuthal
8.87821,47.368836,Bauma
8.932358,47.353854,Steg
8.923274,47.333299,Fischenthal
8.915494,47.313715,Gibswil
8.913989,47.272685,Wald
8.852704,47.268371,Tann-Dürnten
8.575951,47.326854,Küsnacht Goldbach
8.596132,47.397213,Stettbach
8.693218,47.389588,Volketswil Dorf
8.681512,47.389166,Volketswil Zentrum
8.710739,47.361141,Uster Brandschenke
8.667555,47.381903,Volketswil Volkiland Chliriet
8.683463,47.379708,Volketswil Chrummacher
8.676235,47.388386,Volketswil Hegnau
8.714498,47.384902,Gutenswil Unterdorf
8.852481,47.292906,Hinwil Platten
8.826201,47.266678,Bubikon Ritterhaus
8.708333,47.254039,Männedorf Allenberg
8.830027,47.260865,Bubikon Bad Kämmoos
8.714927,47.281718,Oetwil am See Felsengrund
8.763715,47.243718,Hombrechtikon Grüt
8.718486,47.277451,Oetwil am See Gusch
8.742366,47.271804,Grüningen Holzhusen
8.710094,47.326354,Riedikon Chis/Naturstation
8.724763,47.26583,Oetwil am See Langholz
8.717906,47.296267,Esslingen Lieburg
8.852599,47.266411,Tann Sonnenberg
8.720078,47.257858,Stäfa Mühlehölzli
8.852566,47.270658,Tann Nauen
8.713109,47.284212,Esslingen Oberesslingen
8.775646,47.253323,Hombrechtikon Plattenhof
8.795409,47.254783,Wolfhausen Hüebli
8.780332,47.253682,Hombrechtikon Tobel
8.797401,47.322156,Wetzikon ZH Walfershausen
8.782133,47.31109,Grüt (Gossau ZH) Dorf
8.763036,47.301605,Gossau ZH Ernst-Brugger-Platz
8.77892,47.295862,Ottikon (Gossau) Kreisel
8.760104,47.281443,Grüningen Station
8.721006,47.270091,Oetwil am See Zentrum
8.735639,47.266392,Oetwil am See Willikon
8.718589,47.249176,Stäfa Uelikon
8.703675,47.257086,Männedorf Auf Dorf
8.72146,47.31152,Mönchaltorf Mönchhof
8.711332,47.332205,Riedikon Dorf
8.856648,47.287007,Hinwil Hadlikon
8.860376,47.279072,Dürnten Oberdürnten
8.843642,47.278107,Dürnten Kirche
8.812952,47.332677,Kempten Ochsen
8.818963,47.268411,Bubikon Dorf
8.801312,47.257223,Wolfhausen Post
8.769874,47.252337,Hombrechtikon Post
8.710088,47.287808,Esslingen
8.547999,47.324428,Kilchberg
8.555151,47.307133,Rüschlikon
8.564755,47.295975,Thalwil
8.578449,47.279676,Oberrieden
8.596904,47.261483,Horgen
8.643708,47.246817,Au ZH
8.675192,47.229302,Wädenswil
8.70746,47.208368,Richterswil
8.727163,47.20098,Bäch
8.77811,47.202998,Pfäffikon SZ
8.756199,47.207308,Freienbach SBB
8.822888,47.193967,Altendorf
8.858524,47.350081,Bäretswil Bussental
8.852692,47.190069,Lachen
8.900698,47.182668,Siebnen-Wangen
8.938762,47.176384,Schübelbach-Buttikon
8.982302,47.172696,Reichenburg
9.029899,47.152191,Bilten
9.060037,47.136152,Ziegelbrücke
9.062374,47.122363,Nieder- und Oberurnen
9.069944,47.09872,Näfels-Mollis
9.059424,47.064528,Netstal
9.071551,47.039921,Glarus
9.077182,47.032958,Ennenda
9.081194,47.010129,Mitlödi
9.077447,46.996849,Schwanden GL
9.059258,46.985897,Nidfurn-Haslen
9.046924,46.975742,Leuggelbach
9.039008,46.965065,Luchsingen-Hätzingen
9.024362,46.946177,Diesbach-Betschwanden
9.013025,46.934548,Rüti GL
8.997778,46.92557,Linthal
9.002483,46.928394,Linthal Braunwaldbahn
9.062338,46.983838,Haslen GL Chappeli
9.03772,46.961521,Hätzingen Rössliplatz
9.028072,46.94636,Betschwanden Schulhaus
8.790317,47.011236,Seebli LWS
8.799767,47.326761,Wetzikon ZH Oberwetzikon
8.823074,47.329075,Kempten Oberkempten
8.733223,47.349341,Uster Hegetsberg
8.702177,47.34454,Uster Post Niederuster
9.170434,46.963064,Matt Dorf
9.085372,46.999263,Sool Schulhaus
9.169287,46.940507,Elm Meissenboden
9.113021,46.999034,Wart
9.002316,46.928541,Linthal Braunwaldbahn (Talst.)
8.998592,46.938704,Braunwald
8.745107,47.328194,Sulzbach
8.766333,47.283683,Grüningen Im Haufland
8.666856,47.05792,Hochstuckli
9.172409,46.930599,Elm Schwändi
8.757561,47.320307,Bertschikon bei Gossau Dorf
8.994172,46.948904,Grotzenbüel (Hüttenberg)
8.984601,46.955997,Kleiner Gumen
9.153073,46.981968,Engi Dorf
9.151489,46.985069,Engi Weberei
9.144893,46.984366,Engi Vorderdorf
9.159161,46.975057,Engi Hinterdorf
9.171772,46.956062,Matt Station
9.090484,46.96797,Kies (Niederental)
9.162271,46.913054,Elm Sportbahnen
9.173059,46.922267,Elm Station
9.06671,47.005729,Schwändi b. Schwanden GL Post
9.065917,46.996491,Schwanden GL Thon
8.585263,47.052205,Steinerberg
8.627232,47.079855,Sattel-Aegeri
8.67466,47.105794,Rothenthurm
8.744468,47.128583,Einsiedeln
8.722699,47.156374,Biberbrugg
8.709367,47.176403,Schindellegi-Feusisberg
8.685972,47.191547,Samstagern
8.692695,47.208674,Burghalden
8.724997,47.195435,Wollerau
8.759383,47.204204,Freienbach SOB
8.66913,47.093313,Biberegg
8.696124,47.131649,Altmatt
8.687278,47.198289,Grüenfeld
8.712015,47.196758,Riedmatt SZ
8.734314,47.19758,Wilen bei Wollerau
8.800729,47.214148,Hurden
8.804705,47.332037,Kempten
8.784776,47.367085,Pfäffikon ZH
8.750265,47.385122,Fehraltorf
8.722703,47.40882,Illnau
8.70557,47.452834,Kemptthal
8.686662,47.425811,Effretikon
8.619255,47.420195,Dietlikon
8.626199,47.438564,Bassersdorf
8.583791,47.448608,Kloten
8.570701,47.442287,Kloten Balsberg
8.558832,47.430826,Glattbrugg
8.532745,47.454067,Rümlang
8.510604,47.470204,Oberglatt
8.503296,47.487469,Niederglatt
8.488691,47.478329,Niederhasli
8.459421,47.482414,Dielsdorf
8.44684,47.489981,Steinmaur
8.411793,47.497971,Schöfflisdorf-Oberweningen
8.381049,47.505907,Niederweningen Dorf
8.369607,47.511198,Niederweningen
9.056896,46.987343,Nidfurn Abzw. Haslen
9.036567,46.966935,Luchsingen Schulhaus
9.033512,46.952582,Diesbach GL Schulhaus
9.01465,46.936649,Rüti GL Schulhaus
9.001258,46.927835,Linthal Braunwaldbahn Parkpl.
8.561769,47.429952,Opfikon
8.683641,47.408285,Kindhausen ZH Geeren
8.695414,47.41252,Bisikon Dorf
8.830811,47.240264,Jona Schönau
8.822945,47.239468,Kempraten Belsito
8.845774,47.255681,Rüti ZH Unterwiesstrasse
8.766368,47.251064,Hombrechtikon Krone
8.841668,47.250253,Rüti ZH Schützenhaus
8.736244,47.23418,Stäfa Kehlhof
8.747844,47.23861,Stäfa Laubisrüti
8.682583,47.264287,Uetikon am See Kleindorf
8.720893,47.315449,Mönchaltorf Langenmatt
8.871849,47.309525,Hinwil Girenbad
8.867061,47.299158,Wernetshausen Dorf
8.931721,47.26634,Laupen ZH Hubwies
9.049187,47.189655,Rufi Maseltrangen
8.943067,47.241695,Neuhaus SG Post
8.701062,47.423819,Effretikon Eselriet
8.717424,47.416335,Illnau Löwen
8.694116,47.427124,Effretikon Wattspitz
8.763618,47.431557,Weisslingen Dorf
8.701251,47.445181,Grafstal Unterdorf
8.744494,47.457168,Kyburg Gemeindehaus
8.716939,47.435312,Ottikon b. Kemptthal
8.67149,47.441472,Lindau Dorf
8.671923,47.430404,Tagelswangen Dorf
8.693056,47.456406,Winterberg ZH Dorf
8.704121,47.442649,Grafstal Thalegg
8.727055,47.407935,Illnau Weisslingerstrasse
8.938552,47.240855,Neuhaus SG Lenzikon
9.036685,47.206752,Kaltbrunn Steinenbrücke
9.03279,47.260281,Ricken SG Hinterer Schümberg
8.949632,47.26365,Goldingen Wolfertingen
8.983932,47.288061,Hintergoldingen Sonne
8.922271,47.277725,Wald ZH Sonnenberg
8.97546,47.277118,Goldingen Vordersagen
8.759279,47.307396,Gossau ZH Mitteldorf
8.89822,47.175493,Siebnen Zentralhof
8.843031,47.25988,Rüti ZH Rekrutierungszentrum
8.861411,47.297042,Wernetshausen Letten
8.536188,47.523942,Bülach
8.524036,47.548558,Glattfelden
8.516535,47.572373,Eglisau
8.51282,47.581267,Hüntwangen-Wil
8.543425,47.60379,Rafz
8.467892,47.570441,Zweidlen
8.327111,47.569968,Rekingen AG
8.295564,47.588311,Bad Zurzach
8.277308,47.600748,Rietheim
8.240138,47.609384,Koblenz Dorf
8.419148,47.566447,Kaiserstuhl AG
8.352497,47.568484,Mellikon
8.373653,47.565384,Rümikon AG
8.566806,47.625736,Lottstetten
8.573273,47.654401,Jestetten
8.624914,47.683135,Neuhausen
8.632728,47.698282,Schaffhausen
8.645952,47.692164,Feuerthalen
8.662296,47.683449,Langwiesen
8.687496,47.679502,Schlatt
8.752279,47.68547,Diessenhofen
8.770414,47.666627,Schlattingen
8.541715,47.378846,Zürich Landesmuseum (See)
8.541964,47.371027,Zürich Storchen
8.537164,47.359136,Zürich Enge (See)
8.831221,47.678074,Hemishofen Dorf
8.816035,47.707173,Ramsen Post
8.836999,47.731478,Rielasingen Kirche
8.839045,47.758437,Singen (Htw)
8.812376,47.707396,Ramsen Sonne
8.624412,47.692827,Schaffhausen Kreuz
8.617906,47.682424,Neuhausen Rheinhof
8.612554,47.683719,Neuhausen Kreuzstrasse
8.601433,47.69466,Beringen Enge
8.57489,47.69691,Beringen Sonne
8.551865,47.701189,Löhningen Dorf
8.521283,47.71398,Siblingen Dorf
8.50438,47.721691,Siblingen Siblingerhöhe
8.490717,47.732365,Schleitheim Hohbrugg
8.480517,47.747225,Schleitheimstrasse
8.498047,47.702295,Gächlingen Dorf
8.535381,47.766651,Beggingen Dorf
8.494119,47.755242,Schleitheim Bachmühle
8.505456,47.763845,Schleitheim Mattenhof
8.632745,47.697859,Schaffhausen
8.544038,47.376539,Zürich Central (Polybahn)
8.546402,47.376858,Zürich Polyterrasse
8.256343,47.575264,Döttingen
8.240153,47.517922,Siggenthal-Würenlingen
8.253441,47.491755,Turgi
8.307692,47.476421,Baden
8.315986,47.459637,Wettingen
8.354194,47.433329,Killwangen-Spreitenbach
8.404969,47.405778,Dietikon
8.447228,47.399175,Schlieren
8.331233,47.450661,Neuenhof
8.420423,47.398875,Glanzenberg
8.402097,47.455813,Otelfingen Golfpark
8.472064,47.436563,Regensdorf-Watt
8.435578,47.453398,Buchs-Dällikon
8.387507,47.454935,Otelfingen
8.357643,47.445759,Würenlos
8.461696,47.352292,Birmensdorf ZH Landikon Bach
8.795839,47.374143,Pfäffikon ZH Berg
8.802832,47.379332,Pfäffikon ZH Wallikon
8.800668,47.381732,Pfäffikon ZH Humbel
8.82631,47.394453,Pfäffikon ZH Hermatswil
8.790197,47.373579,Pfäffikon ZH Wiesengrund
8.832068,47.379603,Hittnau Hasel/Schönau
8.857007,47.386092,Juckeren
8.761541,47.409326,Russikon Rumlikon
8.781564,47.372555,Pfäffikon ZH Bussenhausen
8.778565,47.384959,Russikon Wilhof
8.793601,47.411096,Madetswil Dorf
8.728878,47.358475,Uster Sportzentrum
8.758405,47.359779,Pfäffikon ZH Faichrüti
8.723497,47.353849,Uster Spital
8.186867,47.547726,Mandach Dorf
8.215561,47.580437,Leuggern Post
8.199178,47.577164,Hettenschwil Kapelle
8.195842,47.564118,Etzwil Mandacherstrasse
8.218521,47.49052,Brugg AG Au
8.265183,47.567656,Döttingen Chunte
8.540919,47.610541,Rafz Post
9.002712,47.227766,Uznach Sonnenhof
8.456272,47.360093,Birmensdorf ZH Sternen/WSL
8.450793,47.359458,Birmensdorf ZH Obere Risi
8.447859,47.36811,Uitikon Schlössli
8.324582,47.52587,Lengnau AG Unterlengnau
8.290377,47.537612,Endingen Post
8.289522,47.546442,Unterendingen Dorf
8.28658,47.561034,Tegerfelden Hochbrücke
8.339899,47.494128,Ehrendingen Post
8.345817,47.501106,Ehrendingen Unterdorf
8.257493,47.531733,Würenlingen Post
8.335458,47.487317,Ehrendingen Höhtal
8.364925,47.512243,Schneisingen Murzlen
8.222804,47.557796,Böttstein Birch
8.248633,47.571667,Kleindöttingen Post
8.221756,47.538051,Villigen PSI West
8.246705,47.524434,Würenlingen Weissenstein
8.277264,47.576122,Zurzacherberg Passhöhe
8.363867,47.519321,Schneisingen Mitteldorf
8.458449,47.544512,Windlach Raat
8.419709,47.318394,Arni AG Dorf
8.230222,47.538471,Villigen PSI Ost
8.30755,47.47581,Baden
8.495378,47.368152,Zürich Triemli
8.986843,46.938503,Braunwald Leglerberg
9.07729,47.104104,Mollis Beglingen
9.145478,46.907674,Elm Steinibach
9.149956,46.908965,Elm Rüfi
9.168304,46.916112,Elm Altersheim
9.171888,46.918919,Elm Dorf
9.083367,46.99608,Schwanden GL Au
9.154036,46.910074,Elm Chappelen
8.840973,47.339033,Adetswil Sunneberg
8.903948,47.1168,Vorderthal Schweig
8.888623,47.130039,Vorderthal Sonne
8.887961,47.134789,Vorderthal Einschnitt
8.896329,47.145812,Vorderthal Flühbödeli
8.93306,47.382191,Sternenberg Gfell
8.897736,47.138893,Vorderthal Rempen
9.165583,47.116666,Obstalden Stocken
8.690754,47.343387,Uster See
8.800171,47.201597,Pfäffikon SZ Industrie Ost
8.812491,47.197672,Altendorf Lidwil
8.832102,47.191985,Altendorf Schweizerhofplatz
8.845602,47.190957,Lachen SZ Rotbach
8.874846,47.182571,Galgenen Kirche
8.890533,47.17712,Siebnen Stegweg
8.900678,47.175642,Siebnen Schulhaus
8.928001,47.174203,Schübelbach Dorf
8.939394,47.175378,Schübelbach Gutenbrunnen
8.953021,47.174389,Buttikon SZ Dorfplatz
8.991008,46.938987,Hüttenberg
8.940313,47.224575,Schmerikon (See)
8.850226,47.193653,Lachen SZ (See)
8.540788,47.36601,Zürich Bürkliplatz (See)
8.553125,47.352624,Zürichhorn (See)
8.567523,47.338685,Zollikon (See)
8.577914,47.319018,Küsnacht ZH (See)
8.589302,47.303028,Erlenbach ZH (See)
8.609781,47.283482,Herrliberg (See)
8.64033,47.267551,Meilen (See)
8.675633,47.258614,Uetikon am See (See)
8.689093,47.252792,Männedorf (See)
8.718443,47.238707,Stäfa (See)
8.758205,47.233481,Uerikon (See)
8.813555,47.225709,Rapperswil (See)
8.707292,47.209099,Richterswil (See)
8.675344,47.230137,Wädenswil (See)
8.648786,47.250569,Halbinsel Au
8.597597,47.262349,Horgen (See)
8.58193,47.278625,Oberrieden (See)
8.568049,47.29669,Thalwil (See)
8.55838,47.309773,Rüschlikon (See)
8.551783,47.322556,Kilchberg ZH (See)
8.775132,47.207944,Pfäffikon SZ (See)
8.536699,47.34554,Zürich Wollishofen (See)
8.583922,47.308641,Küsnacht ZH Heslibach
8.832481,47.194895,Altendorf Seestatt
8.777433,47.037296,Oberiberg Tschalun
8.230482,47.575507,Kleindöttingen Burlen
8.958165,47.252347,Goldingen Ennetbach
8.418339,47.566517,Kaiserstuhl AG
8.897765,47.538967,Frauenfeld Aumühle
8.485735,47.294435,Stallikon Wolfenhof
8.490338,47.326776,Stallikon Dorf
8.488822,47.333761,Stallikon Bleiki
8.474344,47.337715,Wettswil a.A. Dorf
8.466689,47.345627,Wettswil a.A. Heidenchilen
8.493343,47.311457,Stallikon Gamlikon
8.512602,47.267517,Hausen am Albis Türlersee
8.482075,47.343294,Stallikon Sellenbüren
8.486858,47.284305,Aeugstertal Kloster
8.447051,47.359706,Birmensdorf ZH Untere Risi
8.454141,47.370537,Uitikon Dorf
8.626136,47.438718,Bassersdorf
8.537702,47.52265,Bülach
8.709561,47.546078,Hettlingen Dorf
8.462003,47.368336,Waldegg Post
8.633769,47.091311,Sattel Schornen
8.882147,47.192006,Wangen SZ Löwenfeld
8.889026,47.203318,Nuolen Kirche
8.736982,47.116136,Einsiedeln Rüti-Säge
8.732782,47.108123,Trachslau alte Post
8.727818,47.100604,Trachslau Kirche
8.721735,47.087007,Alpthal Eigen
8.712698,47.062566,Alpthal Malosen
8.7432,47.141992,Bennau Schnabelsberg
8.734424,47.145501,Bennau Burgeren
8.713545,47.147453,Bennau Wettertannen
8.764364,47.14955,Einsiedeln Badeanstalt
8.783279,47.153954,Egg SZ Schlapprig
8.789318,47.151841,Egg SZ Langrüti
8.781243,47.161634,Egg SZ Post
8.791785,47.139344,Willerzell Grüene Aff
8.767874,47.128935,Einsiedeln Birchli/Sternen
8.770144,47.127478,Einsiedeln Birchli/Stollern
8.793548,47.129841,Willerzell Kirche
8.775938,47.116139,Gross Ebenau
8.794193,47.098553,Euthal Steinbach
8.804941,47.099497,Euthal Ruostel
8.818871,47.089974,Euthal Höhport
8.836601,47.074331,Studen SZ Dörfli
8.849345,47.063703,Studen SZ Ochsenboden
8.812828,47.078774,Euthal Rüti
8.800747,47.048025,Unteriberg Waag
8.789124,47.054783,Unteriberg Jessenenbrücke
8.753662,47.137996,Horgenberg b. Einsied. Tanks.
8.945251,47.203451,Tuggen Linthhof
8.899259,47.171522,Siebnen Mühle
8.703207,47.041944,Brunni SZ Talstation LBH
8.942763,47.276425,Wald ZH Faltigberg
8.611065,47.216146,Hirzel Post
8.808314,47.020172,Hoch-Ybrig Talst. Weglosen
8.589016,47.2468,Horgenberg Wührenbach
8.919755,47.105577,Innerthal Post
8.939905,47.023878,Klöntal Plätz
8.781372,47.040111,Oberiberg Neuseewen
8.644612,47.194417,Schönenberg ZH Post
8.799826,47.057895,Unteriberg Guggelstrasse
8.898254,47.123089,Vorderthal Post
8.747219,47.187206,Feusisberg Gemeindehaus
8.911646,47.022949,Klöntal Richisau
8.99602,47.284543,Atzmännig Schutt
9.004844,47.035992,Klöntal Rhodannenberg
8.28658,47.488603,Nussbaumen AG Landschreiber
9.048405,47.221091,Rieden SG Dorf
9.023336,47.231173,Gommiswald Post
9.026936,47.239841,Uetliburg SG Säge
8.525875,47.513119,Bülach Kaserne
8.543466,47.512476,Bülach Mettmenriet
8.946232,47.026188,Klöntal Vorauen
8.816362,47.095348,Euthal Schulhaus
8.253072,47.499745,Untersiggenthal Mühleweg
8.261037,47.498132,Untersiggenthal Spiracher
8.259648,47.488977,Turgi Wil
8.275972,47.493339,Kirchdorf AG Landstrasse
8.236013,47.564982,Kleindöttingen Eien
8.545971,47.505257,Bachenbülach alte Post
8.510186,47.508067,Höri Gemeindehaus
8.47477,47.512886,Neerach Post
8.697374,47.345726,Uster Schlyffi
8.466765,47.528024,Stadel b. N. Zentrum
8.552338,47.492378,Winkel Zentrum
8.994863,47.222646,Uznach Spital Ost
8.557191,47.288367,Thalwil Ebnet
8.776336,47.394808,Russikon Gemeindehaus
8.653159,47.234304,Wädenswil Hangenmoos
8.669482,47.21935,Wädenswil Sandhof
8.674956,47.229367,Wädenswil
8.316331,47.477363,Ennetbaden Schützenhaus
8.541876,47.515864,Bülach Untertor
8.822502,47.368249,Hittnau Sonne
8.515141,47.523312,Hochfelden Post
8.471617,47.538549,Windlach Kreuz
8.596974,47.261671,Horgen
8.547227,47.517127,Bülach Kantonsschule
8.560768,47.483077,Winkel Bühlhof
8.792888,47.200162,Pfäffikon SZ Seedamm-Center
8.474034,47.501029,Riedt b. Neerach Riedacher
8.715645,47.070783,Alpthal Kirche
8.533143,47.287707,Langnau a.A.Schwerzi-Wildpark
8.612201,47.231211,Horgen Hanegg
8.654999,47.19966,Schönenberg ZH Mühlestalden
8.655381,47.181655,Hütten Segel
8.646059,47.236897,Wädenswil Winterberg
8.610593,47.225929,Horgen Enderholz
8.64784,47.212275,Wädenswil Gisenrüti
8.65995,47.219938,Wädenswil Herrlisberg
8.771646,47.033729,Hoch-Ybrig Talst. Laucheren
8.498644,47.503739,Höri Oberhöri
8.726786,47.356295,Uster Reithalle
8.74627,47.36213,Wermatswil Post
8.565865,47.551387,Teufen ZH Unterteufen
8.30435,47.48303,Rieden AG Limmatsteg
8.253655,47.491852,Turgi
8.356525,47.372442,Widen Imbismatt
8.309674,47.531848,Endingen Israelit. Friedhof
8.27263,47.429124,Mellingen Meierhofer
8.37338,47.554395,Mellstorf Dorf
8.380001,47.545671,Siglistorf Gemeindehaus
8.362884,47.556692,Wislikofen Dorf
8.493797,47.482259,Niederhasli Hofstetterstrasse
8.24676,47.489661,Gebenstorf Waldheim
8.529893,47.282673,Langnau am AlbisOberrenggstr.
8.130432,47.478047,Bözberg Gallenkirch
8.132538,47.470695,Bözberg Linn
8.615918,47.238073,Horgen Arn
8.598031,47.23426,Hirzel Widenbach
8.586541,47.252708,Horgenberg Moorschwand
8.622367,47.205397,Schönenberg ZH Müsli
8.59718,47.251072,Horgen Stotzweid/Feller
8.608267,47.245131,Horgen Waldegg
8.660113,47.784602,Altdorf SH Dorf
8.611157,47.792139,Bargen SH Dorf
8.653244,47.652918,Benken ZH Dorf
8.67718,47.772613,Bibern SH Post
8.782238,47.717058,Buch SH Dorf
8.653341,47.757061,Büttenhardt Dorf
8.718554,47.707028,Dörflingen Post
8.643079,47.690026,Feuerthalen Zentrum Kohlfirst
8.629781,47.691063,Flurlingen AROVA
8.586008,47.733506,Hemmental Gehren
8.677084,47.782759,Hofen SH Dorf
8.671172,47.755255,Lohn SH Dorf
8.609977,47.75935,Merishausen Brunngasse
8.6623,47.778193,Opfertshofen SH Dorf
8.659219,47.688059,Schaffhausen Rheinhalde Mitte
8.614125,47.720903,Schaffhausen Sommerhalde
8.618717,47.71823,Schaffhausen Sommerwies
8.661344,47.739754,Stetten SH Vorderdorf
8.634662,47.671225,Uhwiesen Kapelle
8.604436,47.225146,Hirzel Wolfisbühl
9.073002,47.095303,Mollis Post
9.031355,47.250719,Ricken SG Bildhaus
9.056015,47.272282,Wattwil Hinterer Hummelwald
9.081525,47.285146,Wattwil Vorderer Hummelwald
9.069304,47.278932,Wattwil Mittlerer Hummelwald
9.044284,47.262397,Ricken SG Uznacherstrasse
9.040134,47.254889,Ricken SG Rittmarren
8.994907,47.252702,Steg SG (Gebertingen)
9.031123,47.238946,Uetliburg SG Birkenhalde
9.015579,47.250262,Gebertingen Freudwil
9.098787,47.300283,Wattwil Tüetlisberg
9.154523,47.297956,Hemberg Schlatt
9.135082,47.297955,Heiterswil alte Post
9.113383,47.299703,Wattwil Eggberg
8.734278,47.374796,Freudwil Im Dörfli
8.563686,47.4799,Winkel Oberrüti
8.63438,47.231999,Wädenswil Neubühl
8.944875,47.248671,Bürg
9.042169,47.226702,Rieden SG Freigaden
8.964289,47.263223,Goldingen Oberdorf
9.02406,47.21371,Kaltbrunn Dorf
9.006708,47.218131,Kaltbrunn Fischhausen
8.959712,47.263985,Goldingen Egligen
6.657988,46.51467,Pully-Nord
6.699324,46.509738,Bossière
6.785648,46.508388,Moreillon
6.678325,46.513081,La Conversion
6.722647,46.496942,Grandvaux
6.765686,46.493833,Puidoux-Chexbres
6.778542,46.481053,Chexbres-Village
6.837877,46.542753,Palézieux
6.835437,46.468272,Vevey-Funi
6.82834,46.557239,Palézieux-Village
6.815484,46.570528,Châtillens
6.811055,46.610418,Ecublens-Rue
6.791262,46.653146,Bressonnaz
6.837102,46.572534,Oron
6.850031,46.621449,Vauderens
6.885352,46.659256,Siviriez
6.911814,46.693502,Romont
6.960639,46.720579,Villaz-St-Pierre
7.000432,46.749201,Chénens
7.034796,46.751208,Cottens
7.06503,46.766046,Neyruz
7.061968,46.782624,Rosé
7.096329,46.78893,Matran
7.116388,46.789826,Villars-sur-Glâne
6.824775,46.470446,Corseaux-Cornalles
6.853237,46.525768,Bossonnens
6.876182,46.523878,Remaufens
6.898745,46.526138,Châtel-St-Denis
6.926932,46.573343,Semsales
6.924879,46.58752,La Verrerie
6.989973,46.619209,Vaulruz-Sud
7.020168,46.617957,Vuadens-Sud
7.064242,46.608531,La Tour-Village
7.070992,46.604541,Epagny
7.091272,46.602968,Les Marches
7.04264,46.485891,Montbovon
7.052554,46.50738,Lessoc
7.055423,46.517933,Albeuve
7.061567,46.52829,Neirivue
7.072944,46.543799,Grandvillard
7.08524,46.565401,Enney
7.086545,46.573366,Estavannens
7.073255,46.582608,Gruyères
7.059693,46.594681,Le Pâquier-Montbarry
7.061443,46.605616,La Tour-de-Trême
7.055037,46.618189,Bulle
7.098744,46.604052,Broc-Village
7.109333,46.605423,Broc-Fabrique
6.930391,46.703284,Romont FR Electroverre
6.94813,46.709587,Lussy FR bif.
6.899007,46.690357,Billens village
6.897545,46.651155,Chavannes-Les-Forts village
7.006606,46.703986,Villargiroud village
7.003615,46.7067,Villargiroud bif.
7.024823,46.70543,Villarlod poste
6.92306,46.700094,Les Chavannes-sous-Romont
7.074646,46.728368,Farvagny-le-Petit
7.151023,46.803268,Fribourg/Freiburg
7.189748,46.851043,Düdingen
7.253915,46.862932,Schmitten
7.319562,46.888485,Flamatt
7.357023,46.90462,Thörishaus Station
7.37645,46.925501,Niederwangen
7.395229,46.937482,Bern Bümpliz Süd
7.406112,46.944206,Bern Europaplatz
7.280642,46.871859,Wünnewil
7.351857,46.893561,Thörishaus Dorf
7.362193,46.914563,Oberwangen
6.802504,46.668052,Moudon
6.842143,46.707767,Lucens
6.894289,46.758836,Granges-Marnand
6.960287,46.835253,Corcelles-Nord
6.985358,46.854399,Dompierre
7.01138,46.868505,Domdidier
7.040916,46.884597,Avenches
7.074592,46.908232,Faoug
7.115375,46.925392,Murten/Morat
7.153198,46.950869,Galmiz
6.746686,46.800864,Yvonand
6.786393,46.816939,Cheyres
6.842958,46.844497,Estavayer-le-Lac
6.889162,46.816024,Cugy FR
6.939879,46.819639,Payerne
6.957185,46.828844,Corcelles-Sud
6.977484,46.818601,Cousset
7.01162,46.828449,Léchelles
7.066052,46.831969,Grolley
7.106227,46.816918,Belfaux CFF
7.133252,46.937972,Muntelier-Löwenberg
6.870102,46.734996,Henniez
6.916244,46.779953,Trey
6.662317,46.78214,Yverdon-Champ Pittet
7.138041,46.941214,Muntelier
6.88078,46.782852,Ménières village
6.916441,46.798835,Fétigny village
6.817376,46.760926,Combremont-le-Grand village
6.810234,46.748166,Combremont-le-Petit poste
6.939999,46.796827,Vers-chez-Perrin bif.
6.898828,46.719997,Villars-Bramard village
6.915453,46.857257,Rueyres-les-Prés anc. poste
