Longitude,Latitude,Remark
8.279619,47.454538,Dättwil AG Kantonsspital
8.264183,47.437433,Baden Rütihof Haberacher
8.278284,47.458208,Baden Segelhof
7.981941,46.309412,Glis Klosmatten
7.984841,46.30992,Glis untere Briggasse
8.174957,47.419651,Möriken AG Schloss Wildegg
8.179378,47.418345,Möriken AG Oberäsch
8.181946,47.416206,Möriken AG Gemeindehaus
8.176139,47.412178,Möriken AG Steinler
8.17555,47.406938,Niederlenz Schürz
8.178158,47.399159,Niederlenz Hetex
8.174525,47.398003,Niederlenz Staufbergstrasse
8.173657,47.394591,Lenzburg Traitafina
8.179878,47.396188,Lenzburg Autobahn-Viadukt
8.180647,47.392406,Lenzburg Volg
8.168468,47.386115,Staufen Beyeler
8.168412,47.383948,Staufen Lindenplatz
8.161676,47.38435,Staufen Chrüzweg
8.148772,47.379015,Schafisheim Ausserdorf
8.143226,47.374174,Schafisheim Milchgasse
8.158954,47.34658,Seon Post/Bahnhof
8.161648,47.348128,Seon Unterdorf
8.188054,47.345478,Egliswil Zopf
8.202278,47.329572,Seengen Feldgarage
8.206953,47.322588,Seengen Rotes Haus
8.195926,47.323857,Seengen Schloss Hallwyl
8.189037,47.319377,Boniswil Eichholz
8.186985,47.317367,Boniswil Alte Schmiede
8.184058,47.317107,Boniswil
8.173938,47.311253,Leutwil Boniswilerstrasse
8.174384,47.309056,Leutwil Dorfplatz
8.171826,47.312481,Leutwil Zopf
8.167121,47.31762,Dürrenäsch Wolfacker
8.161439,47.319994,Dürrenäsch Ausserdorf
8.157476,47.321332,Dürrenäsch Dorf
8.153948,47.32166,Dürrenäsch Unterdorf
8.146105,47.322743,Dürrenäsch Brunnen
8.134584,47.323766,Teufenthal AG Moos
8.122751,47.327363,Teufenthal AG Oberdorf
8.119496,47.328344,Teufenthal AG Schulhaus
8.114201,47.329203,Teufenthal AG
8.191907,47.389697,Lenzburg Berufsschule
8.188362,47.390026,Lenzburg Neuhofstrasse
8.183023,47.38989,Lenzburg Mehrzweckhalle
8.181204,47.387707,Lenzburg Kronenplatz
8.17672,47.386189,Lenzburg Bachstrasse
8.169636,47.387277,Lenzburg Beyeler
8.170427,47.388981,Lenzburg Augustin Kellerstr.
8.171234,47.390829,Lenzburg
8.166219,47.390204,Lenzburg Schule Lenzhard
8.161327,47.389875,Lenzburg Langsamstig
8.158889,47.388784,Lenzburg Dufourstrasse
8.13934,47.387833,Schafisheim Coop
8.140448,47.386459,Schafisheim Jumbo
8.163783,47.389293,Lenzburg Zeughaus
8.175317,47.389175,Lenzburg Angelrain
8.17841,47.387761,Lenzburg Hypiplatz
8.180677,47.384076,Lenzburg Friedweg
8.184627,47.375803,Lenzburg Fünfweiher
8.202736,47.368939,Ammerswil AG Rebrain
8.207467,47.369312,Ammerswil AG Dorfplatz
7.986487,46.309687,Glis Holzackerweg
7.989339,46.309286,Glis untere Haselgasse
7.990983,46.30881,Glis Polenstrasse
7.988453,46.307698,Glis obere Haselgasse
7.98522,46.306328,Glis Wickert
8.208796,47.320111,Seengen Brestenberg
8.222079,47.305881,Tennwil
8.223757,47.297658,Meisterschwanden Schulhaus
8.22694,47.296512,Meisterschwanden Delphinweg
8.237485,47.295234,Fahrwangen
8.242883,47.294612,Fahrwangen Bärenplatz
8.265202,47.290433,Bettwil
8.249791,47.309855,Sarmenstorf Schulhaus
8.251833,47.315408,Sarmenstorf Altersheim
8.247092,47.314992,Sarmenstorf Vorstadt
7.982535,46.305199,Glis Holzji
7.982561,46.310425,Glis Napoleon
8.291705,47.58726,Bad Zurzach Höfli
8.295587,47.586431,Bad Zurzach Promenade
8.30669,47.583335,Bad Zurzach Seesteg
8.321704,47.570099,Rekingen AG Dorf
8.333538,47.553864,Böbikon Dorfplatz
8.331374,47.553925,Böbikon Schulhaus
8.319787,47.555453,Baldingen Unterdorf
8.31699,47.55507,Baldingen Mitteldorf
8.314492,47.555061,Baldingen Oberdorf
9.009116,47.440708,Littenheid Klinik
9.0101,47.443052,Littenheid Sonnenmatt
9.014367,47.450559,Busswil TG Hauptstrasse
9.016092,47.453747,Hub Dorfplatz
9.021353,47.458047,Busswil TG Kreuzstrasse
9.030886,47.459697,Wil SG STIHL
9.034418,47.460701,Wil SG Kantonsschule
9.243877,47.494003,Bischofszell Obertor
9.247484,47.496627,Bischofszell Sattelbogen
9.24963,47.497286,Bischofszell Pflegeheim
9.253111,47.497754,Bischofszell Stocken
9.262381,47.501359,Eberswil Abzw. Lütschwil
9.267252,47.497855,Wilen (Gottshaus) Rehalp
9.283052,47.493718,Wilen (Gottshaus)
9.289022,47.489043,Wilen (Gottshaus) Hoferberg
9.290256,47.487143,Wilen (Gottshaus) Lauften
9.293882,47.486465,Wilen (Gottshaus) Mollishaus
9.299811,47.487881,St. Pelagiberg Kurhaus
8.898601,47.557298,Frauenfeld Altstadt
7.979318,46.310666,Glis Poststrasse
8.892503,47.553453,Frauenfeld Ochsen
7.991069,46.313443,Brig Weri
8.879479,47.539187,Gerlikon Huggenbergerhaus
8.875945,47.539177,Gerlikon Bausel
8.86125,47.541535,Gachnang Hofen
8.854931,47.539193,Gachnang Oberwilerstrasse
8.852005,47.539552,Gachnang Trotte
9.034174,47.45035,Wilen bei Wil Langwiesen
9.037534,47.451833,Wilen bei Wil Scheidweg
9.038046,47.453401,Wilen bei Wil Lerchenfeld
9.038001,47.456325,Wil SG Wilenstrasse
9.038466,47.458567,Wil SG Bergholz
9.041613,47.461313,Wil SG Süd
7.994506,46.311861,Brig Friedhof
8.980551,46.408454,Malvaglia Orino
8.955639,46.437177,Dongio Municipio
8.940318,46.451137,Acquarossa Ospedale
8.945278,46.47693,Grumo (Blenio)
8.949309,46.481384,Torre alla Baracca
8.952131,46.491936,Torre Portera
8.955261,46.492524,Dangio Paese
8.945305,46.507889,Aquila Bivio Ponto-Aquilesco
8.939547,46.528155,Olivone Municipio
8.924534,46.527849,Olivone Petullo
8.932098,46.518491,Larescia
8.925826,46.521723,Camperio Pianezza
8.911133,46.523039,Camperio Ospizio
8.905227,46.524914,Camperio Alta
8.899726,46.526335,Camperio Piera
8.900298,46.523403,Camperio Monte di Sacco
8.888541,46.522429,Campra Bivio
8.882715,46.518527,Campra centro nordico
8.848946,46.528551,Pian Segno
8.818381,46.546074,Alpe Casaccia
8.921433,46.527898,Olivone Bivio Sommascona
8.938256,46.5526,Ponte Semina
8.943671,46.559726,Ghirone Aquilesco
8.972417,46.383903,Loderio Grotto
8.971884,46.404595,Semione Cantonetto
8.93532,46.446471,Corzoneso Sasso Rorina
8.934019,46.446488,Corzoneso Paese
8.93497,46.442256,Corzoneso Valasci
8.926665,46.448384,Cumiasca Campiroi
8.926286,46.449289,Cumiasca Chiesa
8.924106,46.453798,Leontica Combrescherio
8.936167,46.455925,Comprovasco Piazza
8.932187,46.459351,Comprovasco Biv. per Leontica
8.929963,46.463213,Prugiasco Valle
8.931326,46.46118,Prugiasco Paese
8.92887,46.466557,Castro Molino di Castro
8.927387,46.47184,Castro Paese
8.925725,46.476288,Traversa (Marolta)
8.931609,46.481402,Ponto Valentino Fontana
8.983437,45.866571,Mendrisio Ospedale B. Vergine
8.982066,45.864548,Mendrisio Banchette
7.995556,46.311712,Brig Hallenschwimmbad
8.98584,45.922509,Melano Piazza
8.978896,45.903423,Capolago Stazione
8.971301,45.90601,Riva S. Vitale Piazza
8.934974,45.92453,Brusino Arsizio Funivia
8.917093,45.913592,Brusino Arsizio Confine
8.801379,46.172743,Locarno Stazione
8.794612,46.167759,Locarno Piazza Castello
7.994711,46.312876,Brig Bachji
8.786062,46.168689,Locarno S. Antonio centrale
7.997204,46.314177,Brig Haus Schönstatt
7.994768,46.315953,Brig Kollegium
8.74394,46.201194,Avegno di fuori
7.996985,46.316859,Brig Termerweg
7.996083,46.31761,Brig untere Bielastrasse
7.998694,46.318974,Brig Biela Mitte
8.001604,46.32039,Brig Biela
8.009588,46.32769,Naters Massegga
8.700945,46.246892,Maggia Ospedale
8.048194,46.357734,Mörel Schulhaus
8.132994,46.398052,Fiesch Abzw. Feriendorf
8.150892,46.376737,Ausserbinn Hubel
8.140777,46.396592,Ernen Aragon
8.634247,46.295074,Riveo chiesa
8.000895,46.325854,Naters Fiischter-Fäld
8.318451,47.528516,Lengnau AG Gewerbegebiet
8.602341,46.320372,Cevio centro scolastico
7.05736,47.009418,Gampelen
7.059334,47.014767,Gampelen Dorf
7.845672,46.683854,Unterseen Seestrasse
8.773939,46.160133,Ascona San Materno
7.423214,47.283037,Grandval Chapeau Noir
8.306716,47.475969,Baden West
7.799083,47.315065,Egerkingen
8.715306,46.126623,Brissago Miralago
8.714617,46.124832,Brissago Clinica Hildebrand
8.7113,46.121271,Brissago Municipio
7.694219,47.304928,Klus
8.705865,46.112875,Brissago Piazza del Sole
8.702136,46.11665,Brissago Incella
7.491505,47.34417,Mervelier Rue des Prés
8.773711,46.166154,Losone Ponte Maggia
6.831328,46.541998,Palézieux zone ind. En Grivaz
7.563355,46.874673,Münsingen Traube
7.566818,46.874714,Münsingen Krankenhausweg
8.741095,46.151592,Gruppaldo Bivio
7.568752,46.871753,Münsingen Spital
8.727071,46.145383,Ronco sopra Ascona cimitero
8.726737,46.144937,Ronco sopra AsconaVia Barcone
7.571204,46.871498,Münsingen Höheacker
8.728344,46.144469,Ronco sopra Ascona Chiesa
8.806726,46.173704,Muralto Croce Bianca
8.828885,46.178813,Minusio Paradiso di Vacanze
8.841181,46.178994,Minusio Mappo
7.572206,46.873404,Münsingen Finkenweg
7.567566,46.875172,Münsingen Schöneggweg
8.866942,46.180434,Gordola Nord
8.874226,46.177679,Gordola Gaggiole
8.886421,46.175994,Riazzino Stazione
7.566193,46.876667,Münsingen Rosenweg
8.911866,46.174396,Gerra Piano Paese
7.553973,46.879738,Münsingen PZM
7.547029,46.87773,Münsingen Walke
8.805244,46.176052,Muralto Casa S. Agnese
8.809248,46.176678,Minusio Bivio Via Frizzi
8.810795,46.178944,Minusio S. Martino
8.812793,46.180117,Minusio Via ai Colli
8.815603,46.181612,Minusio Ai Foll
8.819836,46.183045,Brione s. Minusio Albaredo
7.549371,46.874319,Münsingen Aarweg
8.819337,46.184814,Brione s. Minusio Carmelo
7.54942,46.872655,Münsingen Stierenmatte
8.830761,46.185295,Brione s. Minusio Ai Fanghi
7.549482,46.871035,Münsingen Zwischengiesse
7.551406,46.869001,Münsingen Brückreuti
8.845439,46.196917,Contra Diga
7.553488,46.867532,Münsingen Allmendweg
8.844342,46.208618,Mergoscia Bivio per Rivapiana
8.843366,46.208981,Mergoscia Busada
7.555406,46.868925,Münsingen Erlenau
8.791062,46.170284,Locarno S. Antonio Chiesa
8.792343,46.171817,Locarno Villa India
8.788223,46.171209,Locarno Paradiso
8.790543,46.172342,Locarno Casa Bianca
8.785578,46.172149,Locarno Pensione Olanda
7.557415,46.869939,Münsingen Zelgweg
8.792377,46.17582,Orselina Stazione Funivia
8.798049,46.178379,Orselina Clinica S. Croce
8.800102,46.179659,Orselina Case di sotto
8.801317,46.180112,Orselina Chiesa
8.814326,46.182851,Brione s. Minusio Chiesa
8.809865,46.182662,Brione s. Minusio Cimitero
8.804538,46.177347,Muralto Lorio
8.805261,46.178274,Orselina Ai Gerbi
8.799514,46.17738,Orselina Clinica Varini
8.796487,46.177039,Orselina Caselle
8.972597,46.061787,Lugaggia
8.96966,46.049231,Sureggio
8.964079,46.033067,Canobbio Cioss
8.962111,46.03106,Trevano Centro Studi
8.959502,46.022719,Lugano Gerra
8.95741,46.026904,Porza Belvedere
8.952495,46.016875,Lugano Ospedale Civico
8.949737,46.012405,Massagno Sassa
8.955781,46.012413,Lugano Piazza Molino Nuovo
6.780462,47.076551,Le Crêt-du-Loclerte cantonale
8.972724,46.0534,Sureggio Al Loco
8.967254,46.040806,Canobbio Ganna
8.960811,46.032148,Canobbio Corba
8.956317,46.017301,Lugano Vignola
8.941014,46.016363,Savosa Valgersa
8.950375,46.00653,Lugano Cappuccine
8.99433,46.053392,Villa Luganese
7.551495,46.874092,Münsingen Sägematt
8.975435,46.02486,Ligaino
8.964293,46.011596,Viganello La Santa
7.555941,46.873773,Münsingen Schlossmatt
8.989905,46.056827,Sonvico Opera Charitas
8.986245,46.053557,Sonvico S. Nicolao
8.98207,46.040244,Cadro Pronuovo
8.95984,46.011207,Lugano Ponte Madonnetta
8.955328,46.010062,Lugano Sacro cuore
7.547034,46.867017,Münsingen Badi
7.562805,46.875349,Münsingen Ochsen
8.949699,46.000268,Lugano Piazza Luini
7.562008,46.876771,Münsingen Chäsi
8.964364,45.952133,Bissone autostrada
8.972461,45.97134,Campione via Totone (I)
8.970587,45.969413,Campione Casino
6.94731,46.253624,Monthey-Ville gare
6.964134,46.241237,Choëx Bercla
6.960276,46.237622,Choëx anc. poste
6.943065,46.245554,Monthey Outre-Vièze
6.947337,46.234868,Le Sépey (Monthey)
6.940985,46.251851,Monthey-Ville hôpital
6.937692,46.247555,Troistorrents Vers-Encier
6.914999,46.227526,Troistorrents gare
6.918861,46.230242,La Tine (Troistorrents)
6.851373,46.238007,Morgins garage communal
6.954736,46.25559,Monthey gare CFF
6.892831,46.203348,Val-d'Illiez gare
7.562053,46.879127,Münsingen Bärenmatte
7.565061,46.880698,Münsingen Bärenstutz
7.567004,46.881398,Münsingen Juraweg
6.488776,46.82793,L'Auberson Vers-le-Bois
7.568395,46.88154,Münsingen Schützenhaus
6.469335,46.819364,L'Auberson musée
6.463769,46.817769,L'Auberson école
6.399662,46.475875,Allaman gare
6.401108,46.481277,Aubonne Roveray
6.395895,46.491584,Aubonne Le Bornalet
6.370676,46.498897,Montherod Battoir
6.338736,46.500652,Pizy Le Courtillet
7.567577,46.879733,Münsingen Sonnhalde
6.307194,46.510013,Gimel La Vernette
7.566381,46.878583,Münsingen Kapellenweg
6.37949,46.711411,Vallorbe poste
6.400523,46.716742,Le Day gare
6.388113,46.716583,Vallorbe Trésit
6.392293,46.722298,Vallorbe Les Jurats
6.392557,46.726196,Vallorbe Les Pontets
8.688918,46.199199,Auressio Ronchetto
6.407318,46.728714,Ballaigues Vers-chez-Barrat
6.413813,46.729124,Ballaigues poste
6.428709,46.733575,Ballaigues Jura-Rosaly
6.437973,46.735672,Lignerolle Le Daillard
6.443223,46.7348,Lignerolle CVE
6.456213,46.739969,Lignerolle église
6.479943,46.732344,Les Clées-La Russille croisée
6.49972,46.750672,Sergey
6.510189,46.732559,Montcherand poste
8.933537,46.36856,PollegioInfocentro AlpTransit
8.851846,46.227625,Vogorno di Dentro
6.519255,46.698097,Arnex gare
6.528956,46.719054,Orbe croisée Agiez
6.522299,46.789791,Baulmes poste
6.523967,46.788716,Baulmes gare
6.530337,46.760501,Rances boulangerie
7.891228,46.68415,Bönigen Sand
7.055801,46.29556,Villars-sur-Ollon gare
6.508963,46.733799,Montcherand haut du village
7.15553,46.351169,Les Diablerets gare
7.051913,46.300278,Villars-sur-Ollon temple
7.046671,46.301826,Chesières Aiglon Collège
7.043717,46.301177,Chesières Hôtel du Soleil
7.039251,46.297787,Chesières La Palette
7.035842,46.295391,Chesières cimetière
7.028818,46.292425,Huémoz Bellevue
7.001297,46.293635,Ollon VD bif. rte d'Antagnes
7.872362,46.68372,Interlaken Berufsschule BZI
7.869538,46.685233,Interlaken Gymnasium
7.879365,46.683288,Matten b. I. Jungfrau Park
6.331069,46.665096,Le Pont église
6.319919,46.649495,L'Abbaye place du village
6.314488,46.647462,L'Abbaye Les Collondés
6.303011,46.639728,L'Abbaye Groenroud
6.282543,46.62753,Vers-Chez-Grosjean
6.271059,46.621142,Les Bioux école
6.261646,46.616294,Les Bioux AVJ
6.23994,46.601907,Orient centre
6.246081,46.60575,Orient Crêt
6.231341,46.605873,Le Sentier-Orient gare
6.841927,46.460561,Vevey Marché
6.827888,46.470337,Corseaux Donnaz
6.825921,46.47047,Corseaux Cerisiers
6.823092,46.470716,Corseaux Maraîche
6.816944,46.470934,Corseaux Châno
6.812526,46.47135,Corseaux Gonelles
6.817532,46.471918,Corseaux Chatacombe
6.825919,46.471747,Corseaux Grand-Pin
6.829304,46.471784,Corseaux collège
6.83261,46.471864,Corseaux village
6.841559,46.47032,Corsier-sur-Vevey village
7.84547,46.686598,Unterseen Gartenstrasse
6.847276,46.471429,Corsier-sur-Vevey Riant-Mont
6.8519,46.476077,Corsier-sur-Vevey Chaplin
6.856738,46.478981,Corsier-sur-Vevey Omballes
6.864321,46.482285,Fenil-sur-Corsier Pont
6.866207,46.483725,Fenil-sur-Corsierzone indust.
6.869513,46.486386,Fenil-sur-Corsier vieille rte
6.849508,46.476901,Corsier-sur-Vevey Champ-Ban
6.852389,46.477753,Corsier-sur-Vevey Sous-Nant
6.842334,46.462668,Vevey gare
7.847772,46.684989,Unterseen Dorf
7.746596,47.378339,Waldenburg Bürgerschopf
7.600526,46.251136,Chandolin Les Litettes
6.887107,46.337142,Vouvry Riond Vert
6.848764,46.483042,Jongny Combette
8.661145,47.175783,Hütten Friedhof
6.858815,46.386118,Bouveret Swiss Vapeur Parc
6.878084,46.501326,Mts-de-Corsier Petit Hautigny
6.921821,46.394637,Villeneuve VD Eau-Froide
8.579158,47.279426,Oberrieden
6.890389,46.509581,Monts-de-Corsier Mur-Blanc
8.58319,47.273314,Oberrieden Seehalde
8.586921,47.269157,Horgen Scheller
8.588214,47.265384,Horgen Plattenhof
6.850477,46.506269,Attalens La Fin
8.588799,47.263102,Horgen Spital
6.849042,46.512477,Attalens Corcelles
6.848575,46.521831,Bossonnens village
6.852923,46.525883,Bossonnens gare
6.895763,46.440258,Clarens Gambetta
6.893954,46.441617,Clarens Jaman
6.896412,46.443041,Clarens gare
6.89624,46.444606,Clarens Oche-Thorens
6.895522,46.446149,Tavel VD
6.893308,46.446283,Clarens Pertuiset
6.891911,46.448012,Baugy
6.890821,46.45031,Chailly-Montreux Saussaz
6.891991,46.453032,Chailly-Montreux village
6.898099,46.455194,Chailly-Montreux Bonnettes
6.900665,46.455035,Chailly-Montreux Combe
6.902133,46.452712,Fontanivent gare
6.901049,46.458356,Brent
6.896699,46.459901,Blonay Planaz
6.892649,46.461312,Blonay Portaz
6.894039,46.464161,Blonay village
6.895743,46.465591,Blonay gare
6.33001,46.475089,Mont-sur-Rolle Mont-Dessus
6.335456,46.474944,Mont-sur-Rolle La Ferme
6.33587,46.472519,Mont-sur-RolleMaison de Ville
8.386759,46.996723,Bürgenstock Ost
6.526291,46.517339,Préverenges village
6.54633,46.51283,St-Sulpice VD Venoge sud
6.566873,46.522058,Ecublens VD EPFL (bus)
6.568452,46.520369,Ecublens VD EPFL Piccard
6.635951,46.559541,Le Mont-sur-Lausanne Coppoz
6.640677,46.521242,Lausanne Ours
6.646189,46.532814,Lausanne Sallaz
6.661465,46.542887,Epalinges Croisettes
6.735927,46.575623,Montpreveyres Balances
8.381771,46.992725,Obbürgen Moos
6.788888,46.651792,Bressonnaz village
8.38908,46.995633,Obbürgen Abzw. Trogen
6.660037,46.533405,Lausanne Le Foyer
6.667751,46.532747,Lausanne Rovéréaz
6.677798,46.53662,Montblesson Centenaire
6.683881,46.534177,Pully Trois-Chasseurs
6.688719,46.535964,Pully Monts-de-Pully
6.750573,46.556534,Mollie-Margot centre
6.769525,46.541471,Forel (Lavaux) Cornes de Cerf
6.62966,46.519797,Lausanne Montbenon
6.633485,46.519365,Lausanne St-François
6.651879,46.526115,Lausanne Pont-de-Chailly
6.666993,46.521892,Pully Val-Vert
6.678442,46.519604,Belmont-sur-Lausanne centre
6.684341,46.51895,Belmont-sur-LausanneBlessoney
6.692007,46.517759,Lutry Landar
6.702846,46.517111,Lutry Croix/Lutry
7.26046,46.488675,Saanen
7.267386,46.49348,Saanen Steigenberger
7.290762,46.504533,Schönried
7.311159,46.517431,Saanenmöser
7.264966,46.488682,Saanen Oberdorf
7.269606,46.487466,Saanen Schwimmbad
7.273453,46.486005,Saanen Wyssmülleri
7.278779,46.481821,Saanen Bellerivestrasse
7.281507,46.479648,Gstaad Grubenstrasse
9.081825,47.428435,Jonschwil Steinacker
9.075961,47.440356,Schwarzenbach SG Kapelle
7.285706,46.468301,Gstaad Eggli
8.275814,47.342455,Wohlen AG Brühlmattstrasse
7.444342,46.457628,Lenk im Simmental
7.836994,46.687573,Unterseen Stadtfeld
6.503436,46.821529,Ste-Croix La Charmille
7.836123,46.686442,Unterseen Camping Jungfrau
6.501097,46.824127,Ste-Croix place du Pont
6.506762,46.823238,Ste-Croix rue des Rasses
6.534664,46.827916,Les Rasses Grand-Hôtel
7.839493,46.686161,Unterseen Schulhaus Steindler
6.654948,46.778285,Yverdon-les-Bains Clendy
6.37066,46.712192,Vallorbe gare
6.636961,46.78057,Yverdon-les-Bains Bel-Air
6.632432,46.777849,Yverdon Général-Guisan
6.632539,46.779388,Yverdon-les-Bains Romand
6.617405,46.778317,Treycovagnes Châtelard
6.610498,46.777026,Treycovagnes Champ-Muraz
6.597991,46.777969,Chamblon casernes
6.600623,46.777952,Chamblon réservoir
6.606243,46.778686,Chamblon village-hôpital
7.849832,46.687824,Unterseen Friedhof
6.231019,46.383319,Nyon CESSOUEST
6.225777,46.382849,Nyon hôpital
6.208082,46.383513,Eysins est
6.205072,46.380961,Eysins centre
6.193359,46.374724,Arnex-sur-Nyon
6.177836,46.378241,Borex centre
6.169685,46.377124,Crassier collège secondaire
6.165968,46.373232,Crassier Ancienne Gare
6.151759,46.381546,La Rippe
6.165193,46.352018,Bogis-Bossey
6.16213,46.343571,Chavannes-de-Bogis village
6.154506,46.345149,Chavannes-de-Bogis douane
6.136836,46.353359,Divonne-les-Bains gare (F)
7.794594,46.156068,St. Niklaus VS Biffig
7.791838,46.132346,Herbriggen
7.844243,46.216271,Kalpetran Dorf
7.851761,46.681835,Interlaken Rugenparkstrasse
7.851728,46.677562,Interlaken Heimwehfluhbahn
7.857228,46.680592,Matten b. I. Wychelstrasse
7.88299,46.279851,Visp Staldbach
7.861325,46.681404,Matten b. I. Hotel Regina
7.999347,46.326869,Naters Bammatte
7.866728,46.67703,Matten b. I. Mattenstrasse
7.99185,46.323946,Naters Amerika
8.015438,46.335604,Bitsch Mehrzweckanlage
8.046465,46.356555,Mörel Post
8.089094,46.374958,Grengiols Dorfzufahrt Nord
8.104669,46.380652,Grengiols Oberdeisch
8.117639,46.387736,Lax
8.13298,46.403063,Fiesch
8.151182,46.41074,Fürgangen Abzw. Bahnhof
8.189995,46.435391,Niederwald
8.15447,46.406599,Mühlebach (Goms) Brücke
8.223396,46.457017,Ritzingen
8.233543,46.465465,Gluringen Abzw. Bahnhof
8.241935,46.469472,Reckingen Abzw. Bahnhof
8.263077,46.487322,Münster VS Post
8.28016,46.495356,Geschinen Kirche
8.305037,46.506559,Ulrichen Kirche
8.323785,46.513683,Obergesteln Dorfplatz
8.342069,46.530209,Oberwald
8.126544,46.390831,Ernen Z'Brigg
8.141893,46.383396,Ausserbinn Wengi
8.136931,46.402912,Fiesch Luftseilbahn
8.142996,46.421335,Fieschertal Wichel
6.898916,46.314674,Vionnaz Les Nayaz
6.908288,46.304184,Vionnaz Crébellay
6.912505,46.290935,Muraz (Collombey) Ronziers
6.924721,46.280916,Muraz (Collombey) Millière
6.932283,46.27835,Muraz (Collombey) Les Brêches
6.946222,46.267698,Collombey église
7.866545,46.681942,Matten b. I. Kesslergasse
6.923102,46.329756,Barges
6.926126,46.318884,Illarsaz Sauges
6.92782,46.311336,Illarsaz village
6.947918,46.279625,Collombey-le-Grand
6.950206,46.274696,Collombey Guinchet
6.950941,46.272342,Collombey Corbier
6.94708,46.270382,Collombey Les Vergers
6.944554,46.274311,Collombey Le Foyer
7.349297,46.230408,Sion St-Guérin
7.225725,46.201743,Chamoson église
7.221508,46.203445,Chamoson La Tour
7.222188,46.198534,Chamoson Palud
7.215871,46.20678,Grugnay
7.195443,46.188423,Produit bif.
7.192843,46.190522,Montagnon
7.188462,46.191187,Les Places bif.
7.182035,46.18895,Dugny
7.177557,46.193717,Morthey En Rion
7.175476,46.195331,Morthey Pont-de-Pierre
7.173824,46.196848,Morthey centre
7.174309,46.198162,Ovronnaz Centre therm. Melley
7.165858,46.204277,Ovronnaz croisée du centre
7.176058,46.200874,Ovronnaz Plein soleil
7.487917,46.248524,Itravers
7.477542,46.245829,Loye
7.465094,46.244213,Erdesson bif.
7.532076,46.291675,Sierre/Siders gare CFF
7.532911,46.293986,Sierre Le Bourgeois
7.510004,46.282696,Sierre Placette
7.505007,46.28072,Noës village
7.49571,46.261114,Réchy centre
7.482092,46.26076,Granges VS Crêtelongue
7.616462,46.948769,Walkringen Zihlstrasse
7.455502,46.251232,Grône poste
7.425677,46.253931,St-Léonard Le Lac
8.474543,47.337713,Wettswil a.A. Dettenbühl
7.35958,46.227816,Sion gare
7.597227,46.93373,Enggistein Rüttihubelstrasse
7.151815,46.07905,Sembrancher les 3 Dranses
8.478706,47.334077,Wettswil a.A. Chilenholzstr.
8.47785,47.337683,Wettswil a.A. Oberhusen
8.474715,47.33978,Wettswil a.A. Eggächer
7.135745,46.028471,Orsières Biolley
7.125886,45.993559,Issert Les Arlaches
7.125148,45.984921,Praz-de-Fort Le Revers
7.116237,45.970944,Praz-de-Fort Chalet Bérard
7.112881,45.966878,Praz-de-Fort Branche d'en-Bas
7.104658,45.948934,La Seiloz
7.100407,45.943965,La Seiloz L'Amônaz
7.097064,45.925973,Le Clou/Les Granges
7.14395,46.027665,Orsières gare
8.47409,47.341675,Wettswil a.A. Heissächerstr.
7.536073,46.298922,Sierre Riondaz
7.540594,46.301158,Veyras Fontanettes
7.539586,46.303696,Veyras Pontet
7.542487,46.307004,Veyras Signèse
7.539667,46.305099,Veyras Muzot
7.526386,46.303806,Venthône Anchettes
7.526798,46.309572,Venthône Rétana
7.527476,46.311847,Mollens VS Panorama
7.518472,46.315227,Mollens VS bif. Aminona
7.512208,46.310617,Randogne La Côte
7.509132,46.310942,Randogne village
7.505366,46.309946,Randogne centre scolaire
7.499658,46.313062,Montana Pradouvan
7.500999,46.315895,Montana Comba
7.494988,46.315943,Montana Etoile
7.489455,46.313157,Montana gare
7.485261,46.312394,Montana poste
8.472257,47.342681,Wettswil a.A. Strumbergächer
7.474472,46.310212,Montana Pavillon
7.527511,46.292884,Sierre Beau-Site
7.522435,46.292079,Sierre Hôpital
7.511957,46.287804,Loc bif.
7.511236,46.291475,Loc
7.505493,46.285523,Corin-de-la-Crête village
7.499755,46.283169,Corin-de-la-Crête Corinna
7.489241,46.278209,Ollon VS bif.
7.479443,46.27412,Ollon VS village
7.476527,46.27798,Ollon VS bif. Valençon
7.483539,46.286172,Chermignon Diogne
7.466813,46.284172,Lens bif.
7.448959,46.281566,Lens Fondation Pierre Arnaud
7.480558,46.291229,Chermignon Maze
7.477823,46.29553,Montana bif. Centre Valaisan
7.468362,46.293823,Les Briesses
7.468779,46.298213,Crans-s.-S. bif.Route du Golf
7.470312,46.300255,Crans-s.-S. Vernaziet
7.469664,46.302504,Crans-s.-S. Etang Long
7.499861,46.320303,Montana Violettes
7.525263,46.332296,Aminona
8.47069,47.343774,Wettswil a.A. Rehweid
7.249841,46.062355,Sarreyer
8.468966,47.34361,Wettswil a.A. Langächer
7.220873,46.17105,Riddes Pré de foire
7.230106,46.15412,La Tzoumaz Villy
7.232988,46.145004,La Tzoumaz télécabine
7.243868,46.164121,Isérables téléphérique
7.243113,46.154494,Isérables Auddes
7.229471,46.160919,La Tzoumaz Rosselin (bif.)
7.225375,46.15573,Riddes Les Combes
7.222821,46.146991,La Tzoumaz Som de Proz
7.361713,46.231461,Sion Place du Midi
7.60413,47.43818,Duggingen Seewenstrasse
7.499525,47.415662,Laufen Delsbergerstrasse
7.397429,46.226037,Sion La Crêta sur Bramois
7.389396,46.222886,Sion Maragnena
