Id;Label;Longitude;Latitude
708;Sternen bei Teufen;9.374529;47.389615
709;Stofel;9.380054;47.391106
710;Teufen;9.390066;47.390271
711;Steigbach;9.404812;47.377003
712;Bühler;9.421128;47.373017
713;Strahlholz;9.431968;47.366442
714;Zweibrücken;9.444524;47.360161
715;Gais;9.451173;47.360918
716;Sammelplatz;9.432554;47.348483
717;Hirschberg;9.422833;47.331313
718;Hebrig;9.464713;47.362147
719;Schachen (Gais);9.477256;47.361522
720;Rietli;9.487195;47.360707
721;Stoss AR;9.495171;47.360826
722;Kreuzstrasse;9.505596;47.365696
723;Warmesberg;9.513555;47.365364
724;Alter Zoll;9.522076;47.36854
725;Altstätten Stadt;9.537312;47.376758
726;Heiden;9.536338;47.445884
727;Schwendi bei Heiden;9.530743;47.459409
728;Wienacht-Tobel;9.54063;47.466212
729;Wartensee;9.533579;47.471801
730;Sandbüchel;9.52175;47.475389
731;Seebleiche;9.516353;47.477519
732;Rorschach Hafen;9.492905;47.478595
733;Walzenhausen;9.601095;47.45125
734;Ruderbach;9.595433;47.461109
735;Rheineck;9.589825;47.468096
736;Münchwilen TG;8.999157;47.476844
737;Münchwilen Pflegeheim;8.991719;47.481595
738;Rosental;8.975242;47.492277
739;Wängi;8.953314;47.496398
740;Wiesengrund;8.948872;47.502177
741;Jakobstal;8.944257;47.508903
742;Matzingen;8.932965;47.520474
743;Weberei Matzingen;8.922198;47.527224
744;Lüdem;8.90235;47.541941
745;Frauenfeld Marktplatz;8.898907;47.554416
746;Aigle-Dépôt;6.975378;46.318288
747;Fontanney;6.982311;46.318316
748;Pont-de-Drapel;6.98653;46.319862
749;Rennaz (Leysin);7.000882;46.327358
750;La Roulaz;7.001486;46.331319
751;Leysin-Village;7.006059;46.339261
752;Versmont;7.006964;46.341415
753;Leysin-Feydey;7.008369;46.344443
754;Leysin-Grand-Hôtel;7.006437;46.345551
755;Aigle-Place-du-Marché;6.970349;46.317241
756;Monthey-Ville;6.947513;46.254093
757;Monthey-En Place;6.945927;46.26023
758;Collombey-Muraz;6.946031;46.270171
759;Corbier;6.951449;46.272173
760;Pont du Rhône;6.961791;46.276149
761;St-Triphon-Gare;6.973735;46.278223
762;Villy;6.994409;46.286897
763;Les Arnoux;6.996787;46.291305
764;Ollon;6.993108;46.296823
765;St-Triphon-Village;6.975802;46.30207
766;Aigle-Hôpital;6.966059;46.310468
767;Monthey-Hôpital;6.940764;46.251877
768;Chemex;6.930065;46.243616
769;Croix-du-Nant;6.927458;46.239664
770;Les Neys;6.924795;46.236018
771;Route de Morgins;6.920272;46.231796
772;Troistorrents;6.915821;46.228285
773;Pont de Fayot;6.903741;46.219017
774;Fayot;6.899521;46.212061
775;Val-d'Illiez;6.89323;46.203602
776;En Charnet;6.887026;46.197014
777;La Cour;6.886692;46.194232
778;Champéry-Village;6.874855;46.181472
779;Champéry;6.871504;46.174951
780;Les Diablerets;7.155024;46.351158
781;La Faverge;7.147131;46.354926
782;Les Bovets;7.141645;46.35546
783;Vers-l'Eglise;7.134146;46.353632
784;Plan Morier;7.12921;46.353573
785;Les Nicolets;7.119552;46.354455
786;Les Aviolats;7.113169;46.352971
787;Sur-le-Buis;7.100643;46.353303
788;Les Echenards;7.085065;46.355351
789;Les Planches (Aigle);7.055275;46.355344
790;Le Sépey;7.052803;46.361236
791;Les Fontanelles;7.045463;46.34313
792;Exergillod;7.038494;46.337105
793;Plambuit;7.023983;46.327346
794;Verschiez;6.9835225;46.3080414
795;Aigle-Parc Aventure;6.986231;46.3153
796;Aigle-Château;6.9799751;46.3161762
797;Bière;6.336918;46.53743
798;Ballens;6.37446;46.552245
799;Ballens-Froideville;6.390237;46.549648
800;Apples;6.423583;46.550869
801;Reverolle;6.430976;46.540418
802;Chardonney-Château;6.432569;46.534693
803;Yens;6.42733;46.519946
804;Bussy-Chardonney;6.446519;46.526773
805;Le Marais;6.462591;46.527461
806;Vufflens-le-Château;6.473183;46.524799
807;Chigny;6.472259;46.51601
808;Prélionne;6.480272;46.509457
809;La Gottaz;6.484467;46.506542
810;Le Manège;6.432179;46.559105
811;Pampigny-Sévery;6.432172;46.576972
812;Mauraz;6.429728;46.584912
813;Tuilerie;6.414221;46.592789
814;Montricher;6.39305;46.59632
815;Villars-Bozon;6.402359;46.610449
816;L'Isle;6.411184;46.617258
817;Bremgarten;8.346555;47.351473
818;Berikon-Widen;8.36676;47.361801
819;Rudolfstetten;8.38118;47.369501
820;Bremgarten Obertor;8.343694;47.350605
821;Bremgarten Isenlauf;8.341524;47.345936
822;Bremgarten West;8.337309;47.345582
823;Erdmannlistein;8.31276;47.349593
824;Wohlen Oberdorf;8.28626;47.346894
825;Bibenlos-Sonnenhof;8.350274;47.353792
826;Zufikon;8.354713;47.352524
827;Zufikon Hammergut;8.354599;47.355907
828;Widen Heinrüti;8.354783;47.362013
829;Zufikon Belvédère;8.359234;47.357579
830;Rudolfstetten Hofacker;8.377032;47.36474
831;Reppischhof;8.39623;47.384731
832;Dietikon Stoffelbach;8.398942;47.393407
833;Bergfrieden;8.399086;47.397714
834;Dietikon Schöneggstrasse;8.400912;47.401989
835;Mürren BLM;7.897242;46.564106
836;Winteregg;7.896048;46.581805
837;Grütschalp;7.890874;46.596516
838;Uetendorf Allmend;7.594884;46.773122
839;Uetendorf;7.572762;46.774769
840;Seftigen;7.540169;46.786928
841;Burgistein;7.520332;46.78931
842;Thurnen;7.513647;46.813836
843;Kaufdorf;7.501856;46.837663
844;Toffen;7.495954;46.859102
845;Belp;7.498426;46.889432
846;Bern Wankdorf;7.464386;46.966597
847;Schönbühl SBB;7.498923;47.018936
848;Hindelbank;7.545321;47.049737
849;Lyssach;7.581787;47.064153
850;Burgdorf Steinhof;7.617583;47.053111
851;Oberburg;7.62963;47.039617
852;Hasle-Rüegsau;7.656205;47.015985
853;Lützelflüh-Goldbach;7.683011;47.004687
854;Wiler;7.555834;47.151909
855;Utzenstorf;7.55365;47.129478
856;Aefligen;7.559505;47.095499
857;Kirchberg-Alchenflüh;7.581532;47.08199
858;Burgdorf Buchmatt;7.608211;47.065385
859;Rubigen;7.545287;46.899042
860;Signau;7.725991;46.920132
861;Bowil;7.697171;46.90042
862;Konolfingen;7.621315;46.880857
863;Worb SBB;7.564341;46.915448
864;Uttigen;7.582397;46.794287
865;Kiesen;7.575492;46.818942
866;Wichtrach;7.569007;46.841411
867;Bern Europaplatz;7.406309;46.943252
868;Bern Bümpliz Süd;7.395215;46.937824
869;Niederwangen;7.37708;46.925789
870;Thörishaus Dorf;7.351726;46.893642
871;Wünnewil;7.280642;46.871859
872;Schmitten;7.253915;46.862932
873;Fribourg/Freiburg Poya;7.15543;46.814703
874;Thörishaus Station;7.357023;46.90462
875;Oberwangen;7.362193;46.914563
876;Flamatt Dorf;7.310518;46.889905
877;Neuenegg;7.299683;46.893725
878;Laupen;7.238015;46.902601
879;Langnau i.E.;7.784994;46.93885
880;Emmenmatt;7.747304;46.948402
881;Zäziwil;7.662719;46.89988
882;Tägertschi;7.580834;46.882281
883;Busswil;7.318617;47.098673
884;Studen BE;7.301739;47.110428
885;Brügg BE;7.278932;47.123945
886;Bern  Europaplatz;7.407465;46.943441
887;Bern Weissenbühl;7.430162;46.935836
888;Wabern bei Bern;7.445881;46.928658
889;Kehrsatz Nord;7.466109;46.915837
890;Kehrsatz;7.470661;46.909656
891;Belp Steinbach;7.493092;46.895165
892;Ramsei;7.710427;46.996944
893;Zollbrück;7.742321;46.97568
894;Neumühle;7.749178;46.965938
895;Bern Bümpliz Nord;7.39031;46.94572
896;Bern Brünnen Westside;7.374983;46.944417
897;Rosshäusern;7.296807;46.934236
898;Gümmenen;7.234121;46.942893
899;Bern Stöckacker;7.401172;46.946354
900;Riedbach;7.334338;46.941077
901;Schwarzenburg;7.343107;46.819054
902;Lanzenhäusern;7.347418;46.842104
903;Schwarzwasserbrücke;7.362465;46.862876
904;Mittelhäusern;7.368151;46.876463
905;Niederscherli;7.388265;46.886234
906;Gasel;7.40085;46.901
907;Moos;7.400567;46.910598
908;Köniz;7.415301;46.924733
909;Liebefeld;7.419199;46.930338
910;St-Blaise-Lac;6.98468;47.012094
911;Marin-Epagnier;7.010586;47.009099
912;Zihlbrücke;7.030573;47.009271
913;Gampelen;7.05736;47.009418
914;Ins;7.100292;46.999793
915;Müntschemier;7.142428;46.993316
916;Sumiswald-Grünen;7.736773;47.025087
917;Grünenmatt;7.723767;47.008326
918;Gerlafingen;7.565185;47.169745
919;Biberist Ost;7.566345;47.180627
920;Wolhusen;8.079379;47.055738
921;Werthenstein;8.10185;47.057022
922;Schachen LU;8.143246;47.037967
923;Malters;8.181882;47.038245
924;Littau;8.257504;47.05305
925;Entlebuch;8.062187;46.993243
926;Hasle LU;8.04716;46.978112
927;Schüpfheim;8.015269;46.950598
928;Escholzmatt;7.936136;46.915158
929;Trubschachen;7.846053;46.921882
930;Huttwil;7.842996;47.114372
931;Rohrbach;7.813824;47.137138
932;Kleindietwil;7.790961;47.146304
933;Lindenholz;7.790528;47.154607
934;Madiswil;7.795645;47.166672
935;Gutenburg;7.793264;47.181575
936;Lotzwil;7.788381;47.189469
937;Langenthal Süd;7.779117;47.205885
938;Zell;7.926527;47.136742
939;Gettnau;7.970119;47.140633
940;Willisau;7.997202;47.122209
941;Menznau;8.038556;47.083375
942;Wolhusen Weid;8.070737;47.065114
943;Hüswil;7.906117;47.128705
944;Grosshöchstetten;7.63519;46.904626
945;Biglen;7.626282;46.924727
946;Walkringen;7.619019;46.947524
947;Bigenthal;7.623586;46.965606
948;Schafhausen i.E.;7.656829;46.994494
949;Stalden i.E.;7.622948;46.87095
950;Oberdiessbach;7.618173;46.839384
951;Brenzikofen;7.610687;46.818319
952;Heimberg;7.606083;46.791439
953;Lädeli;7.609025;46.781585
954;Steffisburg;7.61502;46.772913
955;Schwäbis;7.619228;46.762652
956;Zweisimmen;7.375268;46.553108
957;Boltigen;7.390012;46.627535
958;Oberwil im Simmental;7.435372;46.656053
959;Erlenbach im Simmental;7.556092;46.658989
960;Oey-Diemtigen;7.579769;46.660158
961;Wimmis;7.635562;46.675638
962;Iselle di Trasquera;8.207046;46.207011
963;Varzo;8.245195;46.206305
964;Preglia;8.29283;46.145456
965;Goppenstein;7.755371;46.368068
966;Hohtenn;7.764546;46.322614
967;Ausserberg;7.842376;46.312469
968;Eggerberg;7.881003;46.30672
969;Reichenbach im Kandertal;7.690062;46.625228
970;Mülenen;7.691284;46.638206
971;Lalden;7.908359;46.301482
972;Blausee-Mitholz;7.675488;46.52897
973;Lyss Grien;7.296621;47.073039
974;Aarberg;7.278683;47.044537
975;Bargen;7.261169;47.040157
976;Kallnach;7.234634;47.025253
977;Fräschels;7.206032;46.999122
978;Kerzers Papiliorama;7.199276;46.989771
979;Büren an der Aare;7.369489;47.138059
980;Dotzigen;7.337744;47.11866
981;Faulensee;7.697906;46.67376
982;Enge im Simmental;7.417634;46.647487
983;Weissenburg;7.475938;46.659312
984;Därstetten;7.494229;46.658891
985;Ringoldingen;7.524629;46.657505
986;Burgholz;7.60558;46.666484
987;Eifeld;7.642272;46.68392
988;Lattigen bei Spiez;7.650587;46.691183
989;Grubenwald;7.383129;46.579775
990;Weissenbach;7.374098;46.603329
991;Zweilütschinen;7.899704;46.632706
992;Wilderswil;7.869213;46.665839
993;Schwendi bei Grindelwald;8.003068;46.630478
994;Burglauenen;7.975358;46.635739
995;Lütschental;7.94899;46.637102
996;Beringerfeld;8.592641;47.695305
997;Siselen-Finsterhennen;7.180383;47.031152
998;Lüscherz;7.177143;47.048001
999;Hagneck;7.18609;47.056828
1000;Täuffelen;7.199036;47.066867
1001;Gerolfingen;7.201238;47.074976
1002;Mörigen;7.21224;47.085424
1003;Lattrigen;7.210651;47.096727
1004;Sutz;7.219416;47.101871
1005;Ipsach Herdi;7.228925;47.112368
1006;Ipsach;7.235467;47.117372
1007;Nidau Beunden;7.241831;47.121161
1008;Nidau;7.241769;47.12359
1009;Ins Dorf;7.104041;47.005795
1010;Brüttelen;7.148288;47.020596
1011;Villars-sur-Ollon;7.056237;46.296254
1012;Arveyes;7.062696;46.291247
1013;La Clairière;7.068011;46.288341
1014;La Barboleuse;7.070501;46.282745
1015;Gryon Bois-Gentil;7.067564;46.277725
1016;Gryon;7.059718;46.273579
1017;Gryon-Chalméry;7.051921;46.273642
1018;Les Posses;7.050901;46.271165
1019;Fontannaz-Seulaz;7.055856;46.267601
1020;Bévieux;7.030886;46.258986
1021;Foyer Dents-du-Midi;7.029855;46.256391
1022;Les Salines;7.027649;46.254836
1023;Grand-Moulin;7.023231;46.252616
1024;Bex Pont-Neuf;7.020836;46.25052
1025;Bex-Place-du-Marché;7.01444;46.25091
1026;La Ruaz;7.007731;46.25308
1027;Roches Grises;7.061109;46.293761
1028;Col-de-Soud;7.069546;46.304943
1029;Villars-sur-Ollon Golf;7.075501;46.309119
1030;Bouquetins;7.07235;46.316395
1031;Col-de-Bretaye;7.073624;46.321931
1032;Blonay;6.895951;46.465691
1033;Château-de-Blonay;6.891758;46.468342
1034;La Chiésaz;6.882137;46.46951
1035;St-Légier-Village;6.876575;46.471012
1036;St-Légier-Gare;6.871932;46.47053
1037;Château-d'Hauteville;6.865301;46.468463
1038;Hauteville;6.860898;46.466255
1039;Gilamont;6.85264;46.471412
1040;Prélaz-sur-Blonay;6.897937;46.468822
1041;Tusinge;6.896259;46.473851
1042;Les Chevalleyres;6.89813;46.475587
1043;Bois-de-Chexbres;6.901538;46.473274
1044;Fayaux;6.907638;46.469974
1045;Ondallaz-L'Alliaz;6.913961;46.473161
1046;Lally;6.914033;46.479206
1047;Les Pléiades;6.909942;46.483353
1048;Tramelan;7.105569;47.222811
1049;Tramelan-Dessous;7.112675;47.222436
1050;Tramelan-Chalet;7.092441;47.223456
1051;Les Reussilles;7.083444;47.224238
1052;Le Pied-d'Or;7.056274;47.222037
1053;La Chaux-des-Breuleux;7.025194;47.220364
1054;Les Breuleux;7.005155;47.210432
1055;Les Breuleux-Eglise;7.0024;47.213111
1056;Le Noirmont;6.956854;47.223678
1057;Les Emibois;6.985313;47.232348
1058;Muriaux;6.985468;47.243691
1059;Saignelégier;6.994503;47.254673
1060;Le Creux-des-Biches;6.940645;47.20346
1061;Le Boéchet;6.922098;47.19424
1062;Les Bois;6.906172;47.176897
1063;La Large-Journée;6.8967;47.161255
1064;La Chaux-d'Abel;6.898712;47.152719
1065;La Ferrière;6.894529;47.142688
1066;La Cibourg;6.883655;47.122118
1067;La Chaux-de-Fonds-Est;6.837161;47.10348
1068;Le Bémont;7.014251;47.263256
1069;Pré-Petitjean;7.058813;47.27712
1070;La Combe;7.100104;47.284913
1071;Bollement;7.123944;47.297168
1072;Combe-Tabeillon;7.158444;47.313798
1073;Bonfol;7.155394;47.473978
1074;Vendlincourt;7.156649;47.45254
1075;Alle;7.128333;47.424135
1076;Les Brenets;6.707379;47.067203
1077;Les Frêtes;6.725807;47.058602
1078;Le Locle Le Chalet;6.738899;47.055913
1079;Les Ponts-de-Martel;6.735874;46.999637
1080;Le Stand;6.745586;47.005129
1081;Petit-Martel;6.755279;47.010126
1082;Petit-Martel-Est;6.765242;47.013675
1083;Les Coeudres;6.780176;47.022829
1084;Les Coeudres-Est;6.789469;47.028766
1085;La Sagne;6.802266;47.040135
1086;La Sagne-Eglise;6.818537;47.050875
1087;La Corbatière;6.834897;47.069466
1088;Le Reymond;6.844075;47.087045
1089;La Chaux-de-Fonds-Grenier;6.833699;47.099737
1090;Boudry Littorail;6.838953;46.949588
1091;Boudry Tuilière;6.84286;46.951462
1092;Areuse Littorail;6.85281;46.954545
1093;Colombier NE Les Chézards;6.863949;46.960835
1094;Colombier NE Littorail;6.865419;46.965871
1095;Colombier NE Allées Littorail;6.869509;46.968068
1096;Auvernier Littorail;6.878919;46.974231
1097;Neuchâtel Serrières Ruau;6.897087;46.980085
1098;Neuchâtel Port-de-Serrières;6.9041338;46.9806571
1099;Neuchâtel Champ-Bougin;6.912277;46.984555
1100;Neuchâtel Evole;6.923374;46.989678
1101;Neuchâtel Place Pury Littorail;6.928188;46.989412
1102;Esslingen;8.710088;47.287808
1103;Emmat;8.701828;47.292387
1104;Langwies ZH;8.694391;47.296049
1105;Egg;8.689613;47.301507
1106;Hinteregg;8.684343;47.305738
1107;Neuhaus bei Hinteregg;8.672008;47.313346
1108;Scheuren;8.659548;47.3226
1109;Forch;8.649565;47.325746
1110;Neue Forch;8.637845;47.325814
1111;Maiacher;8.631071;47.328178
1112;Zumikon;8.623806;47.331689
1113;Waltikon;8.617026;47.336796
1114;Zollikerberg;8.6034;47.346056
1115;Spital Zollikerberg;8.596796;47.347318
1116;Waldburg;8.593024;47.345476
1117;Zürich Rehalp;8.582979;47.351027
1118;Zürich Balgrist;8.57502;47.354578
1119;Zürich Hegibachplatz;8.560623;47.36169
1120;Zürich Kreuzplatz;8.554083;47.364875
1121;Zürich Stadelhofen FB;8.54813;47.366353
1122;Zürich Wetlistrasse;8.568626;47.360155
1123;Ponte Tresa;8.860479;45.969995
1124;Caslano;8.876282;45.977739
1125;Magliaso;8.884115;45.981642
1126;Magliaso Paese;8.890576;45.983412
1127;Agno;8.900913;45.995937
1128;Serocca;8.904568;46.008521
1129;Bioggio;8.908886;46.012109
1130;Bioggio Molinazzo;8.914007;46.012366
1131;Cappella-Agnuzzo;8.92445;45.993263
1132;Sorengo Laghetto;8.933338;45.996816
1133;Sorengo;8.93483;46.000395
1134;Lugano FLP;8.947595;46.004489
1135;Brig Bahnhofplatz;7.986386;46.319007
1136;Bitsch;8.015778;46.33589
1137;Mörel;8.047137;46.35621
1138;Betten Talstation;8.07652;46.371162
1139;Grengiols;8.091683;46.375213
1140;Lax;8.117639;46.387736
1141;Fiesch Feriendorf;8.13116;46.3976801
1142;Fiesch;8.13298;46.403063
1143;Fürgangen-Bellwald Talstation;8.152316;46.411903
1144;Niederwald;8.189995;46.435391
1145;Blitzingen;8.204972;46.444665
1146;Biel (Goms);8.219424;46.455056
1147;Gluringen;8.233907;46.462782
1148;Reckingen;8.243882;46.468226
1149;Münster VS;8.266538;46.485363
1150;Geschinen;8.282108;46.491654
1151;Ulrichen;8.30922;46.505798
1152;Obergesteln;8.326242;46.513376
1153;Oberwald;8.342069;46.530209
1154;Realp;8.503458;46.598634
1155;Hospental;8.570961;46.621085
1156;Andermatt;8.594468;46.637133
1157;Eyholz;7.916301;46.29678
1158;Oberalppass;8.670502;46.660231
1159;Nätschen;8.612947;46.642431
1160;Disentis/Mustér;8.855021;46.704979
1161;Acla da Fontauna;8.845781;46.697176
1162;Segnas;8.829812;46.691002
1163;Mumpé Tujetsch;8.824442;46.681963
1164;Bugnei;8.786463;46.682355
1165;Sedrun;8.769776;46.681067
1166;Rueras;8.754896;46.678234
1167;Dieni;8.742866;46.669934
1168;Tschamut-Selva;8.709085;46.656748
1169;Masera;8.323802;46.131903
1170;Trontano;8.334003;46.122691
1171;Gagnone-Orcesco;8.419168;46.128371
1172;Druogno;8.433424;46.133149
1173;S. Maria Maggiore;8.460727;46.136594
1174;Prestinone;8.47968;46.132912
1175;Zornasco;8.490812;46.12975
1176;Malesco;8.498824;46.129225
1177;Re;8.538364;46.126508
1178;Folsogno-Dissimo;8.55806;46.134231
1179;Ribellasca;8.601552;46.154177
1180;Camedo;8.611004;46.154871
1181;Palagnedra;8.630936;46.161194
1182;Verdasio;8.649203;46.165219
1183;Corcapolo;8.675142;46.168815
1184;Intragna;8.702269;46.177665
1185;Cavigliano;8.721424;46.183747
1186;Verscio;8.729721;46.184579
1187;Tegna;8.74263;46.186014
1188;Ponte Brolla;8.753308;46.185647
1189;S. Martino;8.770371;46.172006
1190;Solduno;8.777653;46.169536
1191;Locarno S. Antonio;8.786042;46.168923
1192;Locarno FART;8.801015;46.172675
1193;Verigo;8.351517;46.121741
1194;Creggio;8.323536;46.123494
1195;Borgnone-Cadanza;8.622501;46.15853
1196;Buttogno;8.445058;46.136015
1197;Marone;8.377093;46.123196
1198;Sugiez;7.119346;46.964128
1199;Münchenwiler-Courgevaux;7.116224;46.910894
1200;Cressier FR;7.149715;46.90018
1201;Courtepin;7.122704;46.867123
1202;Pensier;7.135282;46.84161
1203;Belfaux-Village;7.110228;46.822695
1204;Givisiez;7.125333;46.816711
1205;Bulle;7.055037;46.618189
1206;La Tour-de-Trême Ronclina;7.061313;46.60563
1207;Le Pâquier-Montbarry;7.059693;46.594681
1208;Gruyères;7.073255;46.582608
1209;Enney;7.08524;46.565401
1210;Villars-sous-Mont;7.073035;46.543926
1211;Neirivue;7.061567;46.52829
1212;Albeuve;7.055423;46.517933
1213;Lessoc;7.052554;46.50738
1214;Montbovon;7.04264;46.485891
1215;Vuadens-Sud;7.020168;46.617957
1216;Vaulruz-Sud;6.989973;46.619209
1217;La Verrerie;6.924879;46.58752
1218;Semsales;6.926932;46.573343
1219;Châtel-St-Denis;6.898745;46.526138
1220;Remaufens;6.876182;46.523878
1221;Bossonnens;6.853237;46.525768
1222;La Tour-de-Trême;7.061443;46.605616
1223;La Tour-de-Trême Parqueterie;7.071114;46.604518
1224;Les Marches;7.091272;46.602968
1225;Broc-Village;7.098744;46.604052
1226;Broc-Fabrique;7.109333;46.605423
1227;Echallens;6.63254;46.639501
1228;Assens;6.620532;46.613147
1229;Etagnières;6.61303;46.600048
1230;Les Ripes;6.608061;46.592185
1231;Cheseaux;6.605964;46.584343
1232;Romanel-sur-Lausanne;6.603171;46.562462
1233;Jouxtens-Mézery;6.601694;46.548328
1234;Montétan;6.613183;46.53033
1235;Lausanne-Chauderon;6.626064;46.523226
1236;Lausanne-Flon;6.630349;46.520791
1237;Sur Roche;6.638926;46.640445
1238;Grésaley;6.642151;46.643167
1239;Sugnens;6.665757;46.654845
1240;Fey;6.685081;46.674316
1241;Bercher;6.703648;46.692879
1242;Bel-Air LEB;6.605529;46.578673
1243;Vernand-Camarès;6.604801;46.570931
1244;Le Lussex;6.60091;46.556868
1245;Cery-Fleur-de-Lys;6.605012;46.544574
1246;Prilly-Chasseur;6.607435;46.539644
1247;Union-Prilly;6.609857;46.534713
1248;Langenthal Gaswerk;7.782169;47.224801
1249;Langenthal Industrie Nord;7.786471;47.228557
1250;Kaltenherberg;7.79943;47.237215
1251;Roggwil Schmitten;7.815082;47.237426
1252;Roggwil Dorf;7.822531;47.239299
1253;Roggwil Buchägerten;7.831658;47.235887
1254;St. Urban;7.836014;47.231995
1255;St. Urban Ziegelei;7.836058;47.227326
1256;Le Châtelard-Frontière;6.950612;46.053672
1257;Le Châtelard VS;6.958021;46.060289
1258;Finhaut;6.976377;46.082324
1259;Le Trétien;6.9977;46.102336
1260;La Médettaz;7.007839;46.108834
1261;Les Marécottes;7.011692;46.112312
1262;Salvan;7.021049;46.121612
1263;Vernayaz MC;7.044933;46.130127
1264;Les Fumeaux;7.052765;46.120493
1265;Saanenmöser;7.311159;46.517431
1266;Schönried;7.290762;46.504533
1267;Gstaad;7.283706;46.475531
1268;Saanen;7.26046;46.488675
1269;Rougemont;7.208963;46.488618
1270;Château-d'Oex;7.131419;46.47467
1271;Rossinière;7.083243;46.464814
1272;Les Avants;6.94333;46.453808
1273;Chamby;6.913504;46.449176
1274;Chernex;6.910087;46.445922
1275;Les Sciernes;7.034224;46.491457
1276;Oeschseite;7.352288;46.531368
1277;Gruben;7.280133;46.490539
1278;Flendruz;7.186071;46.482092
1279;Les Combes;7.171835;46.477472
1280;Les Granges-Gérignoz;7.155733;46.473933
1281;Château-d'Oex La Palaz;7.141697;46.476263
1282;La Chaudanne-Les Moulins;7.096904;46.466116
1283;La Tine;7.046579;46.467167
1284;Allières;7.007891;46.469815
1285;Les Cases;6.997719;46.455922
1286;Jor;6.965124;46.454666
1287;Sendy-Sollard;6.92908;46.446638
1288;Sonzier;6.921214;46.439046
1289;Fontanivent;6.902341;46.452722
1290;Planchamp;6.901003;46.451177
1291;Châtelard VD;6.901151;46.446779
1292;Belmont-sur-Montreux;6.90613;46.442035
1293;Vuarennes;6.910973;46.439116
1294;Montreux-Collège;6.91272;46.436101
1295;Blankenburg;7.38532;46.541104
1296;Stöckli;7.388407;46.516817
1297;St. Stephan;7.400521;46.505128
1298;Matten;7.421643;46.493708
1299;Boden;7.435386;46.470771
1300;Lenk im Simmental;7.444342;46.457628
1301;Tägerwilen-Gottlieben;9.132959;47.659618
1302;Triboltingen;9.108749;47.662901
1303;Ermatingen;9.085598;47.669888
1304;Mannenbach-Salenstein;9.052779;47.67365
1305;Berlingen;9.022001;47.673211
1306;Steckborn;8.980986;47.66466
1307;Mammern;8.913984;47.644158
1308;Eschenz;8.876536;47.645411
1309;Stein am Rhein;8.855663;47.655769
1310;Rebstein-Marbach;9.58675;47.392638
1311;Au SG;9.641244;47.436114
1312;Oberriet;9.571367;47.323479
1313;Rüthi SG;9.536046;47.286733
1314;Salez-Sennwald;9.501872;47.241138
1315;Sevelen;9.493449;47.125217
1316;St. Gallen Winkeln;9.300752;47.400689
1317;Staad;9.53652;47.480772
1318;St. Gallen St. Fiden;9.395288;47.435384
1319;Mörschwil;9.414372;47.474771
1320;Goldach;9.468101;47.473355
1321;Rorschach Stadt;9.490846;47.475788
1322;Wattwil;9.086793;47.299456
1323;Ebnat-Kappel;9.121052;47.264442
1324;Krummenau;9.167942;47.248858
1325;Nesslau-Neu St. Johann;9.197798;47.22666
1326;St. Gallen Haggen;9.338153;47.407565
1327;Schachen (Herisau);9.243514;47.385556
1328;Degersheim;9.200464;47.372816
1329;Mogelsberg;9.142605;47.363744
1330;Brunnadern-Neckertal;9.130669;47.338109
1331;Lichtensteig;9.083332;47.319757
1332;St. Gallen Bruggen;9.33196;47.41042
1333;Arnegg;9.252357;47.442582
1334;Hauptwil;9.251575;47.476861
1335;Bischofszell Stadt;9.241979;47.492449
1336;Sitterdorf;9.248978;47.505024
1337;Bischofszell Nord;9.234019;47.500417
1338;Kradolf;9.201557;47.52472
1339;Bürglen;9.149855;47.549101
1340;Egnach;9.382468;47.543992
1341;Arbon Seemoosriet;9.424292;47.52152
1342;Arbon;9.431976;47.511077
1343;Steinach;9.44212;47.500862
1344;Horn;9.462791;47.493511
1345;Etzwilen;8.818593;47.661144
1346;Schlattingen;8.770414;47.666627
1347;Diessenhofen;8.752691;47.685438
1348;St. Katharinental;8.732017;47.687559
1349;Schlatt;8.687496;47.679502
1350;Langwiesen;8.662296;47.683449
1351;Feuerthalen;8.64503;47.69149
1352;Uttwil;9.339688;47.586022
1353;Kesswil;9.317405;47.595498
1354;Güttingen;9.292227;47.60875
1355;Altnau;9.266047;47.621094
1356;Landschlacht;9.24694;47.628896
1357;Münsterlingen Spital;9.236108;47.632051
1358;Münsterlingen-Scherzingen;9.226998;47.633424
1359;Bottighofen;9.213081;47.640708
1360;Kurzrickenbach Seepark;9.196349;47.643086
1361;Kreuzlingen Hafen;9.182132;47.648716
1362;Wittenbach;9.388418;47.462868
1363;Roggwil-Berg;9.392012;47.485587
1364;Häggenschwil-Winden;9.358484;47.50389
1365;Muolen;9.337036;47.517477
1366;Steinebrunn;9.349839;47.531535
1367;Neukirch-Egnach;9.376501;47.538847
1368;Bazenheid;9.068741;47.409827
1369;Lütisburg;9.070674;47.383828
1370;Bütschwil;9.074966;47.359261
1371;Dietfurt;9.078307;47.344784
1372;Erlen;9.22619;47.551457
1373;Oberaach;9.269914;47.553527
1374;Bussnang;9.08414;47.55608
1375;Oppikon;9.062091;47.552064
1376;Märwil;9.069217;47.533127
1377;Tobel-Affeltrangen;9.033319;47.521384
1378;Tägerschen;9.02478;47.509366
1379;Bettwiesen;9.020769;47.498617
1380;Bronschhofen AMP;9.030909;47.481269
1381;Bronschhofen;9.034662;47.475442
1382;Winterthur Töss;8.709855;47.489541
